Decade,Year,Name,Image,ImageDescription,Image2,Image3,ImageDescription2,ImageDescription3,Country1,Country2,Country3,Country4,Flag1,Flag2,Flag3,Flag4,NameOther,Tons burthen,Complement,Armament,Builder,Launched,Length,Propulsion,Laid down,Fate,Class,Sail plan,Port of registry,Namesake,Owner,In service,Out of service,Completed,Captured,Acquired,Commissioned,Honours andawards,Beam,Draught,Depth of hold,Ordered,Renamed,Decommissioned,Homeport,Type,Displacement,Draft,Range,Masts:,Foremast:,Mainmast:,Mizzenmast:,Other masts:,ClassRate
1780,1780,Enterprize (1783 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Enterprize, 140 (bm),,, France,,,,, Wrecked 1787,,,,," Thomas Leyland, Moses Benson, George Johnston, & Alex Telfair",,,,,1783,,,,,,,,,,,,,,,,,,,
1780,1780,Friendship (1797 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Friendship," 178,or 196,2or 2003(bm)", 1798: 251800: 25, 1798: 18 × 4&6-pounder guns1800: 18 × 6&12-pounder guns, Spain or France,1780,,,, Last listed in 1810,,,,,,,,,,1797,,,,,,,,,,,,,,,,,,,
1780,1780,HCS Intrepid (1780),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Flag_of_the_British_East_India_Company_%281707%29.svg/47px-Flag_of_the_British_East_India_Company_%281707%29.svg.png,,,, HCSIntrepid, (bm), 40 Europeans and about 40sepoysandlascars(1800), 1780: 16 guns1800:10 × 6-pounder guns, Bombay Dockyard,1780,,,, Foundered without a trace circa 1802,,,,, British East India Company,,,,,,,,,,,,,,,,,,,,,,,,
1780,1780,HMS Antelope (1784),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, HMSAntelope,,, 14 guns,,,, Sails,, Sunk on 30 July 1784,, Brig,,,,,,,, April 1784,,,,,,,,,,,,,,,,,,,
1780,1780,HMS Duke of Rutland (1784),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, HMSDuke of Rutland,,, 6 guns,,,, Sails,, Sunk on 30 July 1784,, Brig,,,,,,,, April 1784,,,,,,,,,,,,,,,,,,,
1780,1780,Lovely Lass (1788 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Civil_Ensign_of_the_United_Kingdom.svg/56px-Civil_Ensign_of_the_United_Kingdom.svg.png,,,, Lovely Lass," 1789:280,3or 282 (bm)1785:306 (bm)",, 18 × 6-pounder guns,," 1780, France",,,, Foundered 1798,,,,, 1788: James Jonesa1797:Thomas Parr2,,,,,1788,,,,,,,,,,,,,,,,,,,
1780,1780,Queen Charlotte (1781 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Queen Charlotte, 400(bm),, 22 × 9-pounder guns + 6 × 6-pounder guns,,,,,, Last listed in 1783,,,,,,,,,, 1781 by purchase of a prize,,,,,,,,,,,,,,,,,,,
1780,1780,Queen Charlotte (1786 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Queen Charlotte," 440,or 4502(bm)",542, 10 × 6-pounder guns2,,,,,, Last listed in 1796,,,,,,,,,,1785,,,,,,,,,,,,,,,,,,,
1780,1780,Queen Charlotte (1789 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Queen Charlotte," 294,or 298, or 300(bm)",,, Philadelphia,1780,,,, Last listed in 1796 with stale data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,1780,Spy (1781 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Spy," 150,or 190,2or 192,3or 2004(bm)",303, 10 guns3,," 1780, France",,,, Wrecked August 1795,,,,,,,,,, 1781 by purchase of a prize,,,,,,,,,,,,,,,,,,,
1780,1781,Active (1781 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Active," 200,or 273, or 3002(bm)", 1798: 2021801: 2521803: 332, 1781: 6 × 9-pounder + 4 × 6-pounder guns1797: 6 × 4-pounder guns1798: 14 × 6-pounder guns21801: 12 × 12&9&6-pounder cannons21803: 12 × 9-pounder guns2,," 1781, Chester",,,,,,,,,,,,, 1 September 1805,,,,,,,,,,,,,,,,,,,,
1780,1781,Boddington (1781 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Boddington, 331or 3502(bm),, 6 × 4-pounder guns3, Thames,1781,,,, Wrecked near Blackwall in September 1805.,,,,, Boddington (1781-1805),,,,,,,,,,,,,,,,,,,,,,,,
1780,1781,Hector (1781 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Hector," 338,2or 361,2or 4003(bm)", 1794:2521803:352, 1795:10 × 4&6-pounder guns21801:4 × 6-pounder + 2 × 4-pounder guns1803:18 × 9-pounder guns2,," 1781, Bristol",,,,,,,,, 1781:John Maxse1802:Thomas Parr,,,,1804,,,,,,,,,,,,,,,,,,,,
1780,1781,Mentor (1781 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,,," 180,or 2192(bm)",202, 10 × 4-pounder guns + 4swivel guns2, New England,1781,,,,,,,,,,,,, Early 1795,,,,,,,,,,,,,,,,,,,,
1780,1781,Nimble (1786 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Nimble," 1786:1801786:229,or 231 (bm)", 1795:121799:301800:30, 1795:8 × 3&4-pounder guns1799:18 × 4&6&12-pounder guns1800:18 × 6&12-pounder guns,,1781,,,, Wrecked circa 1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,1781,Orange Valley (1781 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Orange Valley, 400(bm),, 20 × 12-pounder guns,," 1781, Bristol",,,,,,,,,,,,, Captured and burnt 21 July 1796,,,,,,,,,,,,,,,,,,,,
1780,1781,Recovery (1791 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Recovery," 180, or 189 (bm)",, 6 × 3-pounder guns (1796),,1781,,,,,,,,,,,,,1797,1791,,,,,,,,,,,,,,,,,,,
1780,1781,Roselle (1786 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Roselle," 320,or 3512(bm)", 1793:261796:26, 1793:10 × 4-pounder guns + 2 × 12-poundercarronades+ 2swivel guns1796:10 × 4&12-pounder cannons + 2 swivel guns1798:10 × 42-pounder guns + 4 × 18-pounder carronades3, Amsterdam,1781,,,, Sold c.1785,,,,,,,,, 8 January 1798, c.1785 by purchase,,,,,,,,,,,,,,,,,,,
1780,1781,Trelawney (1781 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Trelawney," 295,3or 319,3or 333,42or 350(bm)", 1782: 501798: 2041800: 254, 1782: 20 × 9-pounder guns + 6swivel guns1798: 20 × 9&12-pounder cannons41800: 20 × 9&12-pounder cannons41801: 18 × 9-pounder guns + 4 × 12-poundercarronades,," 1781, Bristol2",,,, Damaged 1803 and probably condemned thereafter,,,,," 1781:Robert, John, and Peter Gordon21791:James Rogers & Co.1793: James Jones and William Bush1798: John Michael Wagner, George Browne, Morris Lewin Mozley, Thomas Moore, Abraham Joseph, and Michael Cullen1800: William & Henry Byrom, and John Smith",,,,,,,,,,,,,,,,,,,,,,,,
1780,1782,Britannia (1782 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Britannia, 234(bm),,, Newfoundland,1782,, Sails,,,, Brig,,, Wardellor Weddell or Wardall2,,,, July 1793,,,,,,,,,,,,,,,,,,,,
1780,1782,Brothers (1782 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Brothers," Originally: 110,or 1192(bm)1790: 130 or 131",,,," 1782, Liverpool",,,,,,,,,,,,, April 1795,,,,,,,,,,,,,,,,,,,,
1780,1782,French ship Boussole (1782),,,,,,,France,,,,//upload.wikimedia.org/wikipedia/commons/thumb/0/01/Flag_of_France_%281814%E2%80%931830%29.svg/42px-Flag_of_France_%281814%E2%80%931830%29.svg.png,,,, Boussole,,,,,1782,,,, Wrecked 1788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,1782,Molly (1769 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Molly," 240, or 250, or 300 (bm)"," 20, or 40", 14 × 6-pounder guns + 4 × 6-poundercoehorns,," 1769, Liverpool",,,,,,,,,,,,, 4 September 1782,,,,,,,,,,,,,,,,,,,,
1780,1782,Theodosia (1782 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Theodosia," 385, or 390,or 391, or 5002(bm)",, 10 × 6-poundercarronades(1815), Shields,1782,,,, Wrecked 1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,1783,Argo (1806 Liverpool ship),,,,,,,United Kingdom,,,,//upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Civil_Ensign_of_the_United_Kingdom.svg/56px-Civil_Ensign_of_the_United_Kingdom.svg.png,,,, Argo, 332(bm),38, 16 × 6-pounder guns, France,1783,,,, Lost 1806,,,,,,,,,, 1806 by purchase of a prize,,,,,,,,,,,,,,,,,,,
1780,1783,Atlantic (1783 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Atlantic, 422or 4512(bm), 30-342, 1796: 12 × 6-pounder guns21799: 16 × 6 & 9-pounder guns21803: 6 × 18-poundercarronades2," Swansea, Wales",1783,,,, Not listed in 1810,, ship rig,,," John St Barbe& Co.,London",,,,,,,,,,,,,,,,,,,,,,,,
1780,1783,Britannia (1783 Maryport ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Britannia," Originally: 207,2After rebuilding: 260,or 2653(bm)",, 12 × 3&4-pounder guns4, Maryport2,17832,, Sails,,,, Brig,,, Younghusband2,,,, Circa 1814,,,,,,,,,,,,,,,,,,,,
1780,1783,Britannia (1783 Saltcoats ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Britannia," 205,23or 209,4or 2125(bm)", 1793:4531795:253," 1793:6 × 6&9-pounder guns31795:10 guns,2or 12 × 4-pounder guns3", Saltcoatsa,1783,, Sails,, Captured 1799,, Brig,,, Salisbury2Robert Bent,,,,,,,,,,,,,,,,,,,,,,,,
1780,1783,Britannia (1783 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Britannia," 296,23320 from 1800,4or 3155(bm)",273, 1793:8 × 3-pounder guns31800:2 × 6-pounder + 12 × 3-pounder guns41810:2 × 6-pounder + 4 × 4-pounder + 2 × 3-pounder guns61815: 6 guns7, Sunderland,1783,, Sails,, No longer listed 1845,, Brig,,, John St Barbe& Co.,,,,,,,,,,,,,,,,,,,,,,,,
1780,1783,Golden Grove (1793 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Golden Grove, 2843(bm),, 16 × 6-pounder guns + 4swivel guns3, Southampton,1783,,,, Wrecked November 1795,, Full-rigged ship,,," 1794: Richard Miles, Jerome Bernard Weuves21796:Wood",,,,,,,,,,,,,,,,,,,,,,,,
1780,1783,Jenny (1783 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Jenny, 1783:50(bm)1791:783(bm),,," Harbour Grace, Newfoundland2",1783,,,, Wrecked 1797,, 1783: Two-mastedSchooner21791: Three-masted schooner21794:Full-rigged ship2,,, 1783:John Clements21788:S.Teast & Son,,,,,,,,,,,,,,,,,,,,,,,,
1780,1783,King George (1783 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,,," 300,or 330, or 334,2or 3463(bm)",, 2 × 6-pounder guns (1810), Thames,1783,,,, Condemned 1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,1783,Molly (1783 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Molly," 80,or 96, or 107,2or 1443(bm)",, 10 × 4-pounder guns (1793),," 1783,Halifax, Nova Scotia",,,,,,,,,,,,,1794,,,,,,,,,,,,,,,,,,,,
1780,1783,Westmoreland (1783 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Westmoreland," 375, or 406,or 412(bm)", 1800:371803:251805:40, 1800: 18 × 9-pounder guns1803: 10 × 9-pounder guns1805: 16 × 9-pounder guns, Yarmouth,1783,,,,,,,,,,,,, c. March 1805,,,,,,,,,,,,,,,,,,,,
1780,1783,York (1783 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, York," 600,or 708 (bm)",,,," 1783,Archangel",,,, Burnt 30 November 1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,1784,Concord (1784 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Concord," 130, or 140,or 143 (bm)",, 4 × 6-pounder + 2 × 4-pounder guns,," 1784, Gravesend",,,, Foundered 1807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,1784,Dispatch (1784 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Dispatch," 73,or 902(bm)", 1793 (April):4521793 (October):122, 1793 (April): 14 × 3-pounder guns21793 (October): 6 × 3&4-pounder guns2, Bermuda,1784,,,,,,,,,,,,, December 1795,,,,,,,,,,,,,,,,,,,,
1780,1784,Liberty (1784 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Liberty," 260,3or 264,2or 4004(bm)",, 2 × 6-pounder guns, Broadstairs2,1784,,,, Burnt 9\xa0March\xa01805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,1784,Tartar (1799 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,,, 5062(bm),60, 26 × 9=pounder guns2, France,1784,,,,,, Schooner,,,,,,,1799, 1799 by purchase of a prize,,,,,,,,,,,,,,,,,,,
1780,1785,Cadiz Dispatch (1785 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Cadiz Dispatch," 100,or 101 (bm)",,, Liverpool,1785,,,, Condemned 1795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,1785,Nine Sisters (1785 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,,," 208, or 250(bm)",,, Newnham,1785,,,,,,,,,,,,, 12 June 1799,,,,,,,,,,,,,,,,,,,,
1780,1785,Solicitor General (1794 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Solicitor General, 141 (bm),19, 8 × 6-pounder guns,," 1785, Bermuda",,,, Wrecked 11 August 1795,,,,,,,,,,1794,,,,,,,,,,,,,,,,,,,
1780,1786,Agreeable (1793 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Agreeable," Pre-1797: 132,or 146, or 150, or 158,2or 160,2(bm)Post-1797:223,2or 225 (bm)", 1793: 301797 (January): 1521797 (October): 2521799: 2521800: 2521808: 252, 1793: 12 × 4-pounder guns21797 (January): 10 × 4-pounder guns + 2swivel guns21797 (October): 12 × 6-pounder guns21799: 12 × 99-pounder guns21800: 10 × 6-pounder guns21808: 16 ± 12&6-pounder guns21814: 4 × 9–pounder guns + 4 × 9-poundercarronades,," 1786, Bermuda",,,, Last mention mid-1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,1786,Agreeable (1798 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Agreeable," 189,3or 198(bm)",, 16 × 6-pounder guns, Liverpool," 1786,or 17882",,,,,,,,,,,,,1803,,,,,,,,,,,,,,,,,,,,
1780,1786,Broderick (1786 ship),,,,,,,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Civil_Ensign_of_the_United_Kingdom.svg/56px-Civil_Ensign_of_the_United_Kingdom.svg.png,,,, Broderick," 309,2or 316, or 328(bm)",, 1799: 6 × 6-pounder guns1806: 2 × 6-pounder + 8 × 9-pounder guns + 2 × 18-poundercarronades, North Shields2,1786,, Sail,, Last listed 1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,1786,Commerce (1786 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Commerce," 220,or 252,2or 265,3(bm)",503, 1799:8 × 6-pounder guns1803:16 × 6-pounder guns & 18-poundercarronades31803:18 × 6-pounder + 2 × 9-pounder guns + 2 × 18-pounder carronades, Bermuda,1786,,,, Last listed 1806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,1786,Duchess of Rutland (1799 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,,," 359,or 400,2or 439, or 440 (bm)",," 6 × 3-pounder guns (LR), or 2 × 18-poundercarronades(RS)", Sweden?,1786,,,,,,,,,,,,, 4 February 1805 & burnt, 1799 by capture,,,,,,,,,,,,,,,,,,,
1780,1786,Elizabeth (1786 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Elizabeth," 20458⁄94,5or 206,6or 2076(bm)", 1804:3061805:256, 1804:14 × 6-pounder guns61805:12 × 6-pounder guns61808:10 × 6-poundercarronades51811:16 × 6-pounder guns, Bermuda, 1786or 17902,,,, Captured c.December 1809 or January 1810,,,,," 1802:Richard Buller, Francis Ingram, & William Ingram31805:William Brade, James Brade, William Smith, & Richard Haton4",,,,,,,,,,,,,,,,,,,,,,,,
1780,1786,Golden Grove (1786 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Golden Grove," 204, or 240(bm)",, 1804:2 × 6-pounder + 2 × 4-pounder guns1806:6 × 18-poundercarronades, Teignmouth,1786,,,, Lost c.1821,, Full-rigged ship,,, Various,,,,,,,,,,,,,,,,,,,,,,,,
1780,1786,Rover (1786 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Rover, 139 (bm),,,," 1786, Poole",,,, Wrecked in 1795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,1786,Sugar Cane (1786 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Sugar Cane," 362,2or 4033", 33 or 402, 16 × 6-pounder guns2,," 16 October 1786,Rotherhithe",,,, No longer listed in 1798,,,,, Turner & Co.,,,," 1797, but recaptured and returned to service",,,,,,,,,,,,,,,,,,,,
1780,1786,Traveller (1786 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Traveller," 221,2or 300(bm)",, 2 × 4-pounder guns,," 1786, Hull",,,,,,,,,,,,,1808,,,,,,,,,,,,,,,,,,,,
1780,1787,Amelia (1795 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Amelia," 264,3or 266,4(bm)",, 1796:6 × 6-pounder guns1798:6 × 6-pounder guns + 4 × 18-poundercarronades41800:12 × 6-pounder guns2, France,1787,, Sail,, Last listed 1806 with stale data,,,,," 1795:Lushington1800:Simms,2or Sims, or Simes",,,,, 1795 as a prize,,,,,,,,,,,,,,,,,,,
1780,1787,Betsey (1787 ship),,,,,,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Betsey," 180,or 1944(bm)", 24–27, 4 guns,," 1787, Newfoundland",,,,,,,,, 1792: Henry K. and Robert Hunter21793:Henry McKeowen and Robert Hunter3,,,, 10 August 1793,,,,,,,,,,,,,,,,,,,,
